start_date,start_station,end_date,end_station,bike_number,bike_model,duration_min,trip_category,trip_type,start_hour,start_day,start_month,is_weekend,is_rush_hour,rush_period,station_risk_score,bike_instability_score,start_lat,start_long,end_lat,end_long,trip_distance_km,avg_speed
15/10/2025 23:59,"gloucester road station, south kensington",16/10/2025 00:02,"drayton gardens, west chelsea",21145,CLASSIC,3.72055,Short(1-10 mins),normal,23,Wednesday,October,0,0,non_rush,0.004249292,0,51.49418566,-0.18267094,51.487196,-0.179369,0.8101386257210969,13.064820401087424
15/10/2025 23:59,"hop exchange, the borough",16/10/2025 00:17,"battersea park road, nine elms",55937,CLASSIC,17.819733333333332,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.004237288,0,51.50462759,-0.091773776,51.4795017,-0.141770709,4.448269471540584,14.977562419140302
15/10/2025 23:59,"lambeth palace road, waterloo",16/10/2025 00:17,"lambeth palace road, waterloo",52917,CLASSIC,18.439933333333332,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.004513541,0,51.5000892,-0.116628701,51.5000892,-0.116628701,0,0
15/10/2025 23:59,"vereker road, west kensington",16/10/2025 00:02,"greyhound road, hammersmith",50274,CLASSIC,3.2413666666666665,Short(1-10 mins),normal,23,Wednesday,October,0,0,non_rush,0.002446982,0.012820513,51.48959104,-0.209378594,51.48606206,-0.214428378,0.5255766349674165,9.728796936902642
15/10/2025 23:59,"vereker road, west kensington",16/10/2025 00:02,"greyhound road, hammersmith",54406,CLASSIC,3.16205,Short(1-10 mins),normal,23,Wednesday,October,0,0,non_rush,0.002446982,0,51.48959104,-0.209378594,51.48606206,-0.214428378,0.5255766349674165,9.972833477663222
15/10/2025 23:59,"panton street, west end",16/10/2025 00:20,"islington green, angel",58350,CLASSIC,21.224983333333334,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.002886836,0,51.50963938,-0.131510949,51.53638435,-0.102757578,3.5779171816432567,10.11426145911047
15/10/2025 23:59,"westfield library corner, shepherd's bush",16/10/2025 00:18,"westfield library corner, shepherd's bush",41565,CLASSIC,18.619883333333334,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.003325942,0,51.506093,-0.2242237,51.506093,-0.2242237,0,0
15/10/2025 23:58,"charing cross hospital, hammersmith",15/10/2025 23:59,"greyhound road, hammersmith",35790,CLASSIC,1.5671166666666667,Short(1-10 mins),normal,23,Wednesday,October,0,0,non_rush,0.004562044,0,51.48728535,-0.217995921,51.48606206,-0.214428378,0.28199453430744437,10.79668949883331
15/10/2025 23:58,"lambeth palace road, waterloo",16/10/2025 00:17,"lambeth palace road, waterloo",59014,CLASSIC,19.232383333333335,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.004513541,0,51.5000892,-0.116628701,51.5000892,-0.116628701,0,0
15/10/2025 23:58,"fore street avenue, guildhall",16/10/2025 00:08,"percival street, finsbury",59814,CLASSIC,9.498233333333333,Short(1-10 mins),normal,23,Wednesday,October,0,0,non_rush,0.004143646,0,51.517842,-0.090075,51.526153,-0.102208,1.2484819239483338,7.8866156271411905
15/10/2025 23:57,"braham street, aldgate",16/10/2025 00:09,"rectory square, stepney",22914,CLASSIC,12.09575,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.002143623,0.012820513,51.51423368,-0.073537654,51.518369,-0.043371,2.1374497904241876,10.602648651423124
15/10/2025 23:56,"devons road, bow",16/10/2025 00:09,"royal london hospital, whitechapel",30620,CLASSIC,12.887266666666667,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.008281573,0,51.52512,-0.015578,51.518675,-0.06111,3.2307196531511466,15.041450154085076
15/10/2025 23:56,"british museum, bloomsbury",16/10/2025 00:19,"granby street, shoreditch",51077,CLASSIC,22.854466666666667,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.006594724,0.013157894736842105,51.51908011,-0.124678402,51.525645,-0.069543,3.8838435830156257,10.196283220243053
15/10/2025 23:56,"woodstock grove, shepherd's bush",16/10/2025 00:05,"lexham gardens, kensington",62172,PBSC_EBIKE,8.58205,Short(1-10 mins),normal,23,Wednesday,October,0,0,non_rush,0.003477051,0,51.50403821,-0.217400093,51.49586666,-0.191933711,1.9831968442612244,13.865196620349852
15/10/2025 23:56,"manresa road, chelsea",16/10/2025 00:04,"michael road, walham green",54866,CLASSIC,7.4336,Short(1-10 mins),normal,23,Wednesday,October,0,0,non_rush,0.001824818,0.007246377,51.486892,-0.170983,51.47727637,-0.189210466,1.6542012287986843,13.351817925086237
15/10/2025 23:57,"haggerston road, haggerston",16/10/2025 00:02,"lansdowne drive, hackney central",57418,CLASSIC,4.99435,Short(1-10 mins),normal,23,Wednesday,October,0,0,non_rush,0.000868056,0,51.53932857,-0.074284675,51.539834,-0.062806212,0.7958412654341352,9.560899001080845
15/10/2025 23:55,"colet gardens, hammersmith",16/10/2025 00:03,"aintree street, fulham",56583,CLASSIC,8.06345,Short(1-10 mins),normal,23,Wednesday,October,0,0,non_rush,0.010869565217391304,0,51.491093,-0.216493,51.48102131,-0.209973497,1.2074782311519092,8.984825833745427
15/10/2025 23:55,"regent's row , haggerston",16/10/2025 00:06,"lmu commercial road, whitechapel",64098,PBSC_EBIKE,11.051933333333332,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.0029036,0.014285714285714285,51.535678,-0.062546,51.51492456,-0.066078037,2.3205781324124772,12.598220034933433
15/10/2025 23:55,"cartwright gardens , bloomsbury",16/10/2025 00:15,"vauxhall street, vauxhall",54326,CLASSIC,20.387316666666667,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.001712329,0,51.52635795,-0.125979294,51.486965,-0.116625,4.427882048,13.031284461148754
15/10/2025 23:56,"danvers street, west chelsea",16/10/2025 00:04,"parsons green station, parsons green",51657,CLASSIC,8.646183333333333,Short(1-10 mins),normal,23,Wednesday,October,0,0,non_rush,0.005988024,0,51.48256792,-0.172078187,51.475089,-0.201968,2.2307560466387515,15.480282760407782
15/10/2025 23:54,"barbican centre, barbican",16/10/2025 00:14,"watney street, shadwell",23425,CLASSIC,20.638783333333333,Normal(10-40 mins),normal,23,Wednesday,October,0,0,non_rush,0.004752852,0,51.52004497,-0.092176447,51.511542,-0.056667,2.632760382365614,7.653824374754173
